HAT: Zombie_Berserker facing 0 frame 0: x 43, y 63
HAT: Zombie_Provocateur facing 1 frame 3: x 42, y 64
HAT: Zombie_Provocateur facing 2 frame 0: x 47, y 65
HAT: Zombie_Provocateur facing 2 frame 1: x 47, y 65
HAT: Zombie_Provocateur facing 2 frame 2: x 47, y 65
HAT: Zombie_Provocateur facing 2 frame 3: x 47, y 65
HAT: Zombie_Provocateur facing 3 frame 0: x 48, y 62
HAT: Zombie_Provocateur facing 3 frame 1: x 48, y 62
HAT: Zombie_Provocateur facing 3 frame 2: x 48, y 62
HAT: Zombie_Provocateur facing 3 frame 3: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 0: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 1: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 2: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 3: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 4: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 5: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 6: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 7: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 8: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 9: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 10: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 0 frame 11: x 43, y 62
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 0: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 1: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 2: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 3: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 4: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 5: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 6: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 7: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 8: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 9: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 10: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 1 frame 11: x 42, y 64
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 0: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 1: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 2: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 3: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 4: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 5: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 6: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 7: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 8: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 9: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 10: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 2 frame 11: x 47, y 65
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 0: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 1: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 2: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 3: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 4: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 5: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 6: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 7: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 8: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 9: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 10: x 48, y 62
EXPLODE_HAT: Zombie_Provocateur facing 3 frame 11: x 48, y 62
HAT: Zombie_Noble facing 0 frame 0: x 43, y 63
HAT: Zombie_Noble facing 0 frame 1: x 43, y 63
HAT: Zombie_Noble facing 0 frame 2: x 43, y 63
HAT: Zombie_Noble facing 0 frame 3: x 43, y 63
HAT: Zombie_Noble facing 1 frame 0: x 42, y 66
HAT: Zombie_Noble facing 1 frame 1: x 42, y 66
HAT: Zombie_Noble facing 1 frame 2: x 42, y 66
HAT: Zombie_Noble facing 1 frame 3: x 42, y 66
HAT: Zombie_Noble facing 2 frame 0: x 47, y 66
HAT: Zombie_Noble facing 2 frame 1: x 47, y 66
HAT: Zombie_Noble facing 2 frame 2: x 47, y 66
HAT: Zombie_Noble facing 2 frame 3: x 47, y 66
HAT: Zombie_Noble facing 3 frame 0: x 48, y 64
HAT: Zombie_Noble facing 3 frame 1: x 48, y 64
HAT: Zombie_Noble facing 3 frame 2: x 48, y 64
HAT: Zombie_Noble facing 3 frame 3: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 0 frame 0: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 1: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 2: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 3: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 4: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 5: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 6: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 7: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 8: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 9: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 10: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 0 frame 11: x 43, y 63
EXPLODE_HAT: Zombie_Noble facing 1 frame 0: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 1: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 2: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 3: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 4: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 5: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 6: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 7: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 8: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 9: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 10: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 1 frame 11: x 42, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 0: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 1: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 2: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 3: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 4: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 5: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 6: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 7: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 8: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 9: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 10: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 2 frame 11: x 47, y 66
EXPLODE_HAT: Zombie_Noble facing 3 frame 0: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 1: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 2: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 3: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 4: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 5: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 6: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 7: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 8: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 9: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 10: x 48, y 64
EXPLODE_HAT: Zombie_Noble facing 3 frame 11: x 48, y 64
HAT: Zombie_Woodsman facing 0 frame 0: x 43, y 63
HAT: Zombie_Woodsman facing 0 frame 1: x 43, y 63
HAT: Zombie_Woodsman facing 0 frame 2: x 43, y 63
HAT: Zombie_Woodsman facing 0 frame 3: x 43, y 63
HAT: Zombie_Woodsman facing 1 frame 0: x 42, y 66
HAT: Zombie_Woodsman facing 1 frame 1: x 42, y 66
HAT: Zombie_Woodsman facing 1 frame 2: x 42, y 66
HAT: Zombie_Woodsman facing 1 frame 3: x 42, y 66
HAT: Zombie_Woodsman facing 2 frame 0: x 47, y 66
HAT: Zombie_Woodsman facing 2 frame 1: x 47, y 66
HAT: Zombie_Woodsman facing 2 frame 2: x 47, y 66
HAT: Zombie_Woodsman facing 2 frame 3: x 47, y 66
HAT: Zombie_Woodsman facing 3 frame 0: x 48, y 64
HAT: Zombie_Woodsman facing 3 frame 1: x 48, y 64
HAT: Zombie_Woodsman facing 3 frame 2: x 48, y 64
HAT: Zombie_Woodsman facing 3 frame 3: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 0: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 1: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 2: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 3: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 4: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 5: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 6: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 7: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 8: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 9: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 10: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 0 frame 11: x 43, y 63
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 0: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 1: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 2: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 3: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 4: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 5: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 6: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 7: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 8: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 9: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 10: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 1 frame 11: x 42, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 0: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 1: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 2: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 3: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 4: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 5: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 6: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 7: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 8: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 9: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 10: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 2 frame 11: x 47, y 66
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 0: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 1: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 2: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 3: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 4: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 5: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 6: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 7: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 8: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 9: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 10: x 48, y 64
EXPLODE_HAT: Zombie_Woodsman facing 3 frame 11: x 48, y 64
HAT: Zombie_Sheriff facing 0 frame 0: x 45, y 65
HAT: Zombie_Sheriff facing 0 frame 1: x 45, y 65
HAT: Zombie_Sheriff facing 0 frame 2: x 45, y 65
HAT: Zombie_Sheriff facing 0 frame 3: x 45, y 65
HAT: Zombie_Sheriff facing 1 frame 0: x 42, y 66
HAT: Zombie_Sheriff facing 1 frame 1: x 42, y 66
HAT: Zombie_Sheriff facing 1 frame 2: x 42, y 66
HAT: Zombie_Sheriff facing 1 frame 3: x 42, y 66
HAT: Zombie_Sheriff facing 2 frame 0: x 45, y 68
HAT: Zombie_Sheriff facing 2 frame 1: x 45, y 68
HAT: Zombie_Sheriff facing 2 frame 2: x 45, y 68
HAT: Zombie_Sheriff facing 2 frame 3: x 45, y 68
HAT: Zombie_Sheriff facing 3 frame 0: x 48, y 66
HAT: Zombie_Sheriff facing 3 frame 1: x 48, y 66
HAT: Zombie_Sheriff facing 3 frame 2: x 48, y 66
HAT: Zombie_Sheriff facing 3 frame 3: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 0: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 1: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 2: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 3: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 4: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 5: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 6: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 7: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 8: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 9: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 10: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 0 frame 11: x 45, y 65
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 0: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 1: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 2: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 3: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 4: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 5: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 6: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 7: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 8: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 9: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 10: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 1 frame 11: x 42, y 66
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 0: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 1: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 2: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 3: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 4: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 5: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 6: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 7: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 8: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 9: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 10: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 2 frame 11: x 45, y 68
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 0: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 1: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 2: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 3: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 4: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 5: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 6: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 7: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 8: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 9: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 10: x 48, y 66
EXPLODE_HAT: Zombie_Sheriff facing 3 frame 11: x 48, y 66
HAT: Zombie_Thief facing 0 frame 0: x 43, y 62
HAT: Zombie_Thief facing 0 frame 1: x 43, y 62
HAT: Zombie_Thief facing 0 frame 2: x 43, y 62
HAT: Zombie_Thief facing 0 frame 3: x 43, y 62
HAT: Zombie_Thief facing 1 frame 0: x 42, y 64
HAT: Zombie_Thief facing 1 frame 1: x 42, y 64
HAT: Zombie_Thief facing 1 frame 2: x 42, y 64
HAT: Zombie_Thief facing 1 frame 3: x 42, y 64
HAT: Zombie_Thief facing 2 frame 0: x 47, y 65
HAT: Zombie_Thief facing 2 frame 1: x 47, y 65
HAT: Zombie_Thief facing 2 frame 2: x 47, y 65
HAT: Zombie_Thief facing 2 frame 3: x 47, y 65
HAT: Zombie_Thief facing 3 frame 0: x 48, y 62
HAT: Zombie_Thief facing 3 frame 1: x 48, y 62
HAT: Zombie_Thief facing 3 frame 2: x 48, y 62
HAT: Zombie_Thief facing 3 frame 3: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 0: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 1: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 2: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 3: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 4: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 5: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 6: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 7: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 8: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 9: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 10: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 0 frame 11: x 43, y 62
EXPLODE_HAT: Zombie_Thief facing 1 frame 0: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 1: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 2: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 3: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 4: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 5: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 6: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 7: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 8: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 9: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 10: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 1 frame 11: x 42, y 64
EXPLODE_HAT: Zombie_Thief facing 2 frame 0: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 1: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 2: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 3: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 4: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 5: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 6: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 7: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 8: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 9: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 10: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 2 frame 11: x 47, y 65
EXPLODE_HAT: Zombie_Thief facing 3 frame 0: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 1: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 2: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 3: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 4: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 5: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 6: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 7: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 8: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 9: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 10: x 48, y 62
EXPLODE_HAT: Zombie_Thief facing 3 frame 11: x 48, y 62
HAT: Zombie_Merchant facing 0 frame 0: x 43, y 62
HAT: Zombie_Merchant facing 0 frame 1: x 43, y 62
HAT: Zombie_Merchant facing 0 frame 2: x 43, y 62
HAT: Zombie_Merchant facing 0 frame 3: x 43, y 62
HAT: Zombie_Merchant facing 1 frame 0: x 42, y 64
HAT: Zombie_Merchant facing 1 frame 1: x 42, y 64
HAT: Zombie_Merchant facing 1 frame 2: x 42, y 64
HAT: Zombie_Merchant facing 1 frame 3: x 42, y 64
HAT: Zombie_Merchant facing 2 frame 0: x 47, y 65
HAT: Zombie_Merchant facing 2 frame 1: x 47, y 65
HAT: Zombie_Merchant facing 2 frame 2: x 47, y 65
HAT: Zombie_Merchant facing 2 frame 3: x 47, y 65
HAT: Zombie_Merchant facing 3 frame 0: x 48, y 62
HAT: Zombie_Merchant facing 3 frame 1: x 48, y 62
HAT: Zombie_Merchant facing 3 frame 2: x 48, y 62
HAT: Zombie_Merchant facing 3 frame 3: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 0: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 1: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 2: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 3: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 4: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 5: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 6: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 7: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 8: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 9: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 10: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 0 frame 11: x 43, y 62
EXPLODE_HAT: Zombie_Merchant facing 1 frame 0: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 1: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 2: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 3: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 4: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 5: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 6: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 7: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 8: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 9: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 10: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 1 frame 11: x 42, y 64
EXPLODE_HAT: Zombie_Merchant facing 2 frame 0: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 1: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 2: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 3: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 4: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 5: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 6: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 7: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 8: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 9: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 10: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 2 frame 11: x 47, y 65
EXPLODE_HAT: Zombie_Merchant facing 3 frame 0: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 1: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 2: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 3: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 4: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 5: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 6: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 7: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 8: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 9: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 10: x 48, y 62
EXPLODE_HAT: Zombie_Merchant facing 3 frame 11: x 48, y 62
HAT: Zombie_Farmer facing 0 frame 0: x 45, y 61
HAT: Zombie_Farmer facing 0 frame 1: x 45, y 61
HAT: Zombie_Farmer facing 0 frame 2: x 45, y 61
HAT: Zombie_Farmer facing 0 frame 3: x 45, y 61
HAT: Zombie_Farmer facing 1 frame 0: x 40, y 63
HAT: Zombie_Farmer facing 1 frame 1: x 40, y 63
