BODY: Wight_Berserker facing 0 frame 0: x 43, y 80
EXPLODE: Ghoul_Scout facing 2 frame 8: x 44, y -72
EXPLODE: Ghoul_Scout facing 2 frame 9: x 48, y -90
EXPLODE: Ghoul_Scout facing 2 frame 10: x 48, y -90
EXPLODE: Ghoul_Scout facing 2 frame 11: x 48, y -90
EXPLODE: Ghoul_Scout facing 3 frame 0: x 51, y 2
EXPLODE: Ghoul_Scout facing 3 frame 1: x 53, y 21
EXPLODE: Ghoul_Scout facing 3 frame 2: x 55, y 34
EXPLODE: Ghoul_Scout facing 3 frame 3: x 57, y 36
EXPLODE: Ghoul_Scout facing 3 frame 4: x 59, y 25
EXPLODE: Ghoul_Scout facing 3 frame 5: x 57, y 0
EXPLODE: Ghoul_Scout facing 3 frame 6: x 55, y -25
EXPLODE: Ghoul_Scout facing 3 frame 7: x 53, y -50
EXPLODE: Ghoul_Scout facing 3 frame 8: x 51, y -75
EXPLODE: Ghoul_Scout facing 3 frame 9: x 55, y -92
EXPLODE: Ghoul_Scout facing 3 frame 10: x 55, y -92
EXPLODE: Ghoul_Scout facing 3 frame 11: x 55, y -92
BODY: Ghoul_Captain facing 0 frame 0: x 46, y 75
BODY: Ghoul_Captain facing 0 frame 1: x 46, y 75
BODY: Ghoul_Captain facing 0 frame 2: x 46, y 75
BODY: Ghoul_Captain facing 0 frame 3: x 46, y 75
BODY: Ghoul_Captain facing 1 frame 0: x 39, y 78
BODY: Ghoul_Captain facing 1 frame 1: x 39, y 78
BODY: Ghoul_Captain facing 1 frame 2: x 39, y 78
BODY: Ghoul_Captain facing 1 frame 3: x 39, y 78
BODY: Ghoul_Captain facing 2 frame 0: x 44, y 81
BODY: Ghoul_Captain facing 2 frame 1: x 44, y 81
BODY: Ghoul_Captain facing 2 frame 2: x 44, y 81
BODY: Ghoul_Captain facing 2 frame 3: x 44, y 81
BODY: Ghoul_Captain facing 3 frame 0: x 51, y 79
BODY: Ghoul_Captain facing 3 frame 1: x 51, y 79
BODY: Ghoul_Captain facing 3 frame 2: x 51, y 79
BODY: Ghoul_Captain facing 3 frame 3: x 51, y 79
EXPLODE: Ghoul_Captain facing 0 frame 0: x 46, y -2
EXPLODE: Ghoul_Captain facing 0 frame 1: x 48, y 17
EXPLODE: Ghoul_Captain facing 0 frame 2: x 50, y 30
EXPLODE: Ghoul_Captain facing 0 frame 3: x 52, y 33
EXPLODE: Ghoul_Captain facing 0 frame 4: x 54, y 22
EXPLODE: Ghoul_Captain facing 0 frame 5: x 52, y -3
EXPLODE: Ghoul_Captain facing 0 frame 6: x 50, y -28
EXPLODE: Ghoul_Captain facing 0 frame 7: x 48, y -53
EXPLODE: Ghoul_Captain facing 0 frame 8: x 46, y -78
EXPLODE: Ghoul_Captain facing 0 frame 9: x 50, y -96
EXPLODE: Ghoul_Captain facing 0 frame 10: x 50, y -96
EXPLODE: Ghoul_Captain facing 0 frame 11: x 50, y -96
EXPLODE: Ghoul_Captain facing 1 frame 0: x 39, y 1
EXPLODE: Ghoul_Captain facing 1 frame 1: x 41, y 20
EXPLODE: Ghoul_Captain facing 1 frame 2: x 43, y 33
EXPLODE: Ghoul_Captain facing 1 frame 3: x 45, y 35
EXPLODE: Ghoul_Captain facing 1 frame 4: x 47, y 24
EXPLODE: Ghoul_Captain facing 1 frame 5: x 45, y -1
EXPLODE: Ghoul_Captain facing 1 frame 6: x 43, y -26
EXPLODE: Ghoul_Captain facing 1 frame 7: x 41, y -51
EXPLODE: Ghoul_Captain facing 1 frame 8: x 39, y -76
EXPLODE: Ghoul_Captain facing 1 frame 9: x 43, y -93
EXPLODE: Ghoul_Captain facing 1 frame 10: x 43, y -93
EXPLODE: Ghoul_Captain facing 1 frame 11: x 43, y -93
EXPLODE: Ghoul_Captain facing 2 frame 0: x 44, y 4
EXPLODE: Ghoul_Captain facing 2 frame 1: x 46, y 23
EXPLODE: Ghoul_Captain facing 2 frame 2: x 48, y 36
EXPLODE: Ghoul_Captain facing 2 frame 3: x 50, y 39
EXPLODE: Ghoul_Captain facing 2 frame 4: x 52, y 28
EXPLODE: Ghoul_Captain facing 2 frame 5: x 50, y 3
EXPLODE: Ghoul_Captain facing 2 frame 6: x 48, y -22
EXPLODE: Ghoul_Captain facing 2 frame 7: x 46, y -47
EXPLODE: Ghoul_Captain facing 2 frame 8: x 44, y -72
EXPLODE: Ghoul_Captain facing 2 frame 9: x 48, y -90
EXPLODE: Ghoul_Captain facing 2 frame 10: x 48, y -90
EXPLODE: Ghoul_Captain facing 2 frame 11: x 48, y -90
EXPLODE: Ghoul_Captain facing 3 frame 0: x 51, y 2
EXPLODE: Ghoul_Captain facing 3 frame 1: x 53, y 21
EXPLODE: Ghoul_Captain facing 3 frame 2: x 55, y 34
EXPLODE: Ghoul_Captain facing 3 frame 3: x 57, y 36
EXPLODE: Ghoul_Captain facing 3 frame 4: x 59, y 25
EXPLODE: Ghoul_Captain facing 3 frame 5: x 57, y 0
EXPLODE: Ghoul_Captain facing 3 frame 6: x 55, y -25
EXPLODE: Ghoul_Captain facing 3 frame 7: x 53, y -50
EXPLODE: Ghoul_Captain facing 3 frame 8: x 51, y -75
EXPLODE: Ghoul_Captain facing 3 frame 9: x 55, y -92
EXPLODE: Ghoul_Captain facing 3 frame 10: x 55, y -92
EXPLODE: Ghoul_Captain facing 3 frame 11: x 55, y -92
BODY: Zombie_Berserker facing 0 frame 0: x 43, y 80
BODY: Zombie_Berserker facing 0 frame 1: x 43, y 80
BODY: Zombie_Berserker facing 0 frame 2: x 43, y 80
BODY: Zombie_Berserker facing 0 frame 3: x 43, y 80
BODY: Zombie_Berserker facing 1 frame 0: x 42, y 82
BODY: Zombie_Berserker facing 1 frame 1: x 42, y 82
BODY: Zombie_Berserker facing 1 frame 2: x 42, y 82
BODY: Zombie_Berserker facing 1 frame 3: x 42, y 82
BODY: Zombie_Berserker facing 2 frame 0: x 47, y 83
BODY: Zombie_Berserker facing 2 frame 1: x 47, y 83
BODY: Zombie_Berserker facing 2 frame 2: x 47, y 83
BODY: Zombie_Berserker facing 2 frame 3: x 47, y 83
BODY: Zombie_Berserker facing 3 frame 0: x 48, y 80
BODY: Zombie_Berserker facing 3 frame 1: x 48, y 80
BODY: Zombie_Berserker facing 3 frame 2: x 48, y 80
BODY: Zombie_Berserker facing 3 frame 3: x 48, y 80
EXPLODE: Zombie_Berserker facing 0 frame 0: x 43, y 3
EXPLODE: Zombie_Berserker facing 0 frame 1: x 45, y 22
EXPLODE: Zombie_Berserker facing 0 frame 2: x 47, y 35
EXPLODE: Zombie_Berserker facing 0 frame 3: x 49, y 37
EXPLODE: Zombie_Berserker facing 0 frame 4: x 51, y 26
EXPLODE: Zombie_Berserker facing 0 frame 5: x 49, y 1
EXPLODE: Zombie_Berserker facing 0 frame 6: x 47, y -24
EXPLODE: Zombie_Berserker facing 0 frame 7: x 45, y -49
EXPLODE: Zombie_Berserker facing 0 frame 8: x 43, y -74
EXPLODE: Zombie_Berserker facing 0 frame 9: x 47, y -94
EXPLODE: Zombie_Berserker facing 0 frame 10: x 47, y -94
EXPLODE: Zombie_Berserker facing 0 frame 11: x 47, y -94
EXPLODE: Zombie_Berserker facing 1 frame 0: x 42, y 5
EXPLODE: Zombie_Berserker facing 1 frame 1: x 44, y 24
EXPLODE: Zombie_Berserker facing 1 frame 2: x 46, y 37
EXPLODE: Zombie_Berserker facing 1 frame 3: x 48, y 40
EXPLODE: Zombie_Berserker facing 1 frame 4: x 50, y 29
EXPLODE: Zombie_Berserker facing 1 frame 5: x 48, y 4
EXPLODE: Zombie_Berserker facing 1 frame 6: x 46, y -21
EXPLODE: Zombie_Berserker facing 1 frame 7: x 44, y -46
EXPLODE: Zombie_Berserker facing 1 frame 8: x 42, y -71
EXPLODE: Zombie_Berserker facing 1 frame 9: x 46, y -92
EXPLODE: Zombie_Berserker facing 1 frame 10: x 46, y -92
EXPLODE: Zombie_Berserker facing 1 frame 11: x 46, y -92
EXPLODE: Zombie_Berserker facing 2 frame 0: x 47, y 6
EXPLODE: Zombie_Berserker facing 2 frame 1: x 49, y 25
EXPLODE: Zombie_Berserker facing 2 frame 2: x 51, y 38
EXPLODE: Zombie_Berserker facing 2 frame 3: x 53, y 40
EXPLODE: Zombie_Berserker facing 2 frame 4: x 55, y 29
EXPLODE: Zombie_Berserker facing 2 frame 5: x 53, y 4
EXPLODE: Zombie_Berserker facing 2 frame 6: x 51, y -21
EXPLODE: Zombie_Berserker facing 2 frame 7: x 49, y -46
EXPLODE: Zombie_Berserker facing 2 frame 8: x 47, y -71
EXPLODE: Zombie_Berserker facing 2 frame 9: x 51, y -91
EXPLODE: Zombie_Berserker facing 2 frame 10: x 51, y -91
EXPLODE: Zombie_Berserker facing 2 frame 11: x 51, y -91
EXPLODE: Zombie_Berserker facing 3 frame 0: x 48, y 3
EXPLODE: Zombie_Berserker facing 3 frame 1: x 50, y 22
EXPLODE: Zombie_Berserker facing 3 frame 2: x 52, y 35
EXPLODE: Zombie_Berserker facing 3 frame 3: x 54, y 38
EXPLODE: Zombie_Berserker facing 3 frame 4: x 56, y 27
EXPLODE: Zombie_Berserker facing 3 frame 5: x 54, y 2
EXPLODE: Zombie_Berserker facing 3 frame 6: x 52, y -23
EXPLODE: Zombie_Berserker facing 3 frame 7: x 50, y -48
EXPLODE: Zombie_Berserker facing 3 frame 8: x 48, y -73
EXPLODE: Zombie_Berserker facing 3 frame 9: x 52, y -94
EXPLODE: Zombie_Berserker facing 3 frame 10: x 52, y -94
EXPLODE: Zombie_Berserker facing 3 frame 11: x 52, y -94
BODY: Zombie_Witch facing 0 frame 0: x 43, y 80
BODY: Zombie_Witch facing 0 frame 1: x 43, y 80
BODY: Zombie_Witch facing 0 frame 2: x 43, y 80
BODY: Zombie_Witch facing 0 frame 3: x 43, y 80
BODY: Zombie_Witch facing 1 frame 0: x 42, y 82
BODY: Zombie_Witch facing 1 frame 1: x 42, y 82
BODY: Zombie_Witch facing 1 frame 2: x 42, y 82
BODY: Zombie_Witch facing 1 frame 3: x 42, y 82
BODY: Zombie_Witch facing 2 frame 0: x 47, y 83
BODY: Zombie_Witch facing 2 frame 1: x 47, y 83
BODY: Zombie_Witch facing 2 frame 2: x 47, y 83
BODY: Zombie_Witch facing 2 frame 3: x 47, y 83
BODY: Zombie_Witch facing 3 frame 0: x 48, y 80
BODY: Zombie_Witch facing 3 frame 1: x 48, y 80
BODY: Zombie_Witch facing 3 frame 2: x 48, y 80
BODY: Zombie_Witch facing 3 frame 3: x 48, y 80
EXPLODE: Zombie_Witch facing 0 frame 0: x 43, y 3
EXPLODE: Zombie_Witch facing 0 frame 1: x 45, y 22
EXPLODE: Zombie_Witch facing 0 frame 2: x 47, y 35
EXPLODE: Zombie_Witch facing 0 frame 3: x 49, y 37
EXPLODE: Zombie_Witch facing 0 frame 4: x 51, y 26
EXPLODE: Zombie_Witch facing 0 frame 5: x 49, y 1
EXPLODE: Zombie_Witch facing 0 frame 6: x 47, y -24
EXPLODE: Zombie_Witch facing 0 frame 7: x 45, y -49
EXPLODE: Zombie_Witch facing 0 frame 8: x 43, y -74
EXPLODE: Zombie_Witch facing 0 frame 9: x 47, y -94
EXPLODE: Zombie_Witch facing 0 frame 10: x 47, y -94
EXPLODE: Zombie_Witch facing 0 frame 11: x 47, y -94
EXPLODE: Zombie_Witch facing 1 frame 0: x 42, y 5
EXPLODE: Zombie_Witch facing 1 frame 1: x 44, y 24
EXPLODE: Zombie_Witch facing 1 frame 2: x 46, y 37
EXPLODE: Zombie_Witch facing 1 frame 3: x 48, y 40
EXPLODE: Zombie_Witch facing 1 frame 4: x 50, y 29
EXPLODE: Zombie_Witch facing 1 frame 5: x 48, y 4
EXPLODE: Zombie_Witch facing 1 frame 6: x 46, y -21
EXPLODE: Zombie_Witch facing 1 frame 7: x 44, y -46
EXPLODE: Zombie_Witch facing 1 frame 8: x 42, y -71
EXPLODE: Zombie_Witch facing 1 frame 9: x 46, y -92
EXPLODE: Zombie_Witch facing 1 frame 10: x 46, y -92
EXPLODE: Zombie_Witch facing 1 frame 11: x 46, y -92
EXPLODE: Zombie_Witch facing 2 frame 0: x 47, y 6
EXPLODE: Zombie_Witch facing 2 frame 1: x 49, y 25
EXPLODE: Zombie_Witch facing 2 frame 2: x 51, y 38
EXPLODE: Zombie_Witch facing 2 frame 3: x 53, y 40
EXPLODE: Zombie_Witch facing 2 frame 4: x 55, y 29
EXPLODE: Zombie_Witch facing 2 frame 5: x 53, y 4
EXPLODE: Zombie_Witch facing 2 frame 6: x 51, y -21
EXPLODE: Zombie_Witch facing 2 frame 7: x 49, y -46
EXPLODE: Zombie_Witch facing 2 frame 8: x 47, y -71
EXPLODE: Zombie_Witch facing 2 frame 9: x 51, y -91
EXPLODE: Zombie_Witch facing 2 frame 10: x 51, y -91
EXPLODE: Zombie_Witch facing 2 frame 11: x 51, y -91
EXPLODE: Zombie_Witch facing 3 frame 0: x 48, y 3
EXPLODE: Zombie_Witch facing 3 frame 1: x 50, y 22
EXPLODE: Zombie_Witch facing 3 frame 2: x 52, y 35
EXPLODE: Zombie_Witch facing 3 frame 3: x 54, y 38
EXPLODE: Zombie_Witch facing 3 frame 4: x 56, y 27
EXPLODE: Zombie_Witch facing 3 frame 5: x 54, y 2
EXPLODE: Zombie_Witch facing 3 frame 6: x 52, y -23
EXPLODE: Zombie_Witch facing 3 frame 7: x 50, y -48
EXPLODE: Zombie_Witch facing 3 frame 8: x 48, y -73
EXPLODE: Zombie_Witch facing 3 frame 9: x 52, y -94
EXPLODE: Zombie_Witch facing 3 frame 10: x 52, y -94
EXPLODE: Zombie_Witch facing 3 frame 11: x 52, y -94
BODY: Zombie_Scout facing 0 frame 0: x 43, y 80
BODY: Zombie_Scout facing 0 frame 1: x 43, y 80
BODY: Zombie_Scout facing 0 frame 2: x 43, y 80
BODY: Zombie_Scout facing 0 frame 3: x 43, y 80
BODY: Zombie_Scout facing 1 frame 0: x 42, y 82
BODY: Zombie_Scout facing 1 frame 1: x 42, y 82
BODY: Zombie_Scout facing 1 frame 2: x 42, y 82
BODY: Zombie_Scout facing 1 frame 3: x 42, y 82
BODY: Zombie_Scout facing 2 frame 0: x 47, y 83
BODY: Zombie_Scout facing 2 frame 1: x 47, y 83
BODY: Zombie_Scout facing 2 frame 2: x 47, y 83
BODY: Zombie_Scout facing 2 frame 3: x 47, y 83
BODY: Zombie_Scout facing 3 frame 0: x 48, y 80
BODY: Zombie_Scout facing 3 frame 1: x 48, y 80
BODY: Zombie_Scout facing 3 frame 2: x 48, y 80
BODY: Zombie_Scout facing 3 frame 3: x 48, y 80
EXPLODE: Zombie_Scout facing 0 frame 0: x 43, y 3
EXPLODE: Zombie_Scout facing 0 frame 1: x 45, y 22
EXPLODE: Zombie_Scout facing 0 frame 2: x 47, y 35
EXPLODE: Zombie_Scout facing 0 frame 3: x 49, y 37
EXPLODE: Zombie_Scout facing 0 frame 4: x 51, y 26
EXPLODE: Zombie_Scout facing 0 frame 5: x 49, y 1
EXPLODE: Zombie_Scout facing 0 frame 6: x 47, y -24
EXPLODE: Zombie_Scout facing 0 frame 7: x 45, y -49
EXPLODE: Zombie_Scout facing 0 frame 8: x 43, y -74
EXPLODE: Zombie_Scout facing 0 frame 9: x 47, y -94
EXPLODE: Zombie_Scout facing 0 frame 10: x 47, y -94
EXPLODE: Zombie_Scout facing 0 frame 11: x 47, y -94
EXPLODE: Zombie_Scout facing 1 frame 0: x 42, y 5
EXPLODE: Zombie_Scout facing 1 frame 1: x 44, y 24
EXPLODE: Zombie_Scout facing 1 frame 2: x 46, y 37
EXPLODE: Zombie_Scout facing 1 frame 3: x 48, y 40
EXPLODE: Zombie_Scout facing 1 frame 4: x 50, y 29
EXPLODE: Zombie_Scout facing 1 frame 5: x 48, y 4
EXPLODE: Zombie_Scout facing 1 frame 6: x 46, y -21
EXPLODE: Zombie_Scout facing 1 frame 7: x 44, y -46
EXPLODE: Zombie_Scout facing 1 frame 8: x 42, y -71
EXPLODE: Zombie_Scout facing 1 frame 9: x 46, y -92
EXPLODE: Zombie_Scout facing 1 frame 10: x 46, y -92
EXPLODE: Zombie_Scout facing 1 frame 11: x 46, y -92
EXPLODE: Zombie_Scout facing 2 frame 0: x 47, y 6
EXPLODE: Zombie_Scout facing 2 frame 1: x 49, y 25
EXPLODE: Zombie_Scout facing 2 frame 2: x 51, y 38
EXPLODE: Zombie_Scout facing 2 frame 3: x 53, y 40
EXPLODE: Zombie_Scout facing 2 frame 4: x 55, y 29
EXPLODE: Zombie_Scout facing 2 frame 5: x 53, y 4
EXPLODE: Zombie_Scout facing 2 frame 6: x 51, y -21
EXPLODE: Zombie_Scout facing 2 frame 7: x 49, y -46
EXPLODE: Zombie_Scout facing 2 frame 8: x 47, y -71
EXPLODE: Zombie_Scout facing 2 frame 9: x 51, y -91
EXPLODE: Zombie_Scout facing 2 frame 10: x 51, y -91
EXPLODE: Zombie_Scout facing 2 frame 11: x 51, y -91
EXPLODE: Zombie_Scout facing 3 frame 0: x 48, y 3
EXPLODE: Zombie_Scout facing 3 frame 1: x 50, y 22
EXPLODE: Zombie_Scout facing 3 frame 2: x 52, y 35
EXPLODE: Zombie_Scout facing 3 frame 3: x 54, y 38
EXPLODE: Zombie_Scout facing 3 frame 4: x 56, y 27
EXPLODE: Zombie_Scout facing 3 frame 5: x 54, y 2
EXPLODE: Zombie_Scout facing 3 frame 6: x 52, y -23
EXPLODE: Zombie_Scout facing 3 frame 7: x 50, y -48
EXPLODE: Zombie_Scout facing 3 frame 8: x 48, y -73
EXPLODE: Zombie_Scout facing 3 frame 9: x 52, y -94
EXPLODE: Zombie_Scout facing 3 frame 10: x 52, y -94
EXPLODE: Zombie_Scout facing 3 frame 11: x 52, y -94
BODY: Zombie_Captain facing 0 frame 0: x 43, y 80
BODY: Zombie_Captain facing 0 frame 1: x 43, y 80
BODY: Zombie_Captain facing 0 frame 2: x 43, y 80
BODY: Zombie_Captain facing 0 frame 3: x 43, y 80
BODY: Zombie_Captain facing 1 frame 0: x 42, y 82
BODY: Zombie_Captain facing 1 frame 1: x 42, y 82
BODY: Zombie_Captain facing 1 frame 2: x 42, y 82
BODY: Zombie_Captain facing 1 frame 3: x 42, y 82
BODY: Zombie_Captain facing 2 frame 0: x 47, y 83
BODY: Zombie_Captain facing 2 frame 1: x 47, y 83
BODY: Zombie_Captain facing 2 frame 2: x 47, y 83
BODY: Zombie_Captain facing 2 frame 3: x 47, y 83
BODY: Zombie_Captain facing 3 frame 0: x 48, y 80
BODY: Zombie_Captain facing 3 frame 1: x 48, y 80
BODY: Zombie_Captain facing 3 frame 2: x 48, y 80
BODY: Zombie_Captain facing 3 frame 3: x 48, y 80
EXPLODE: Zombie_Captain facing 0 frame 0: x 43, y 3
EXPLODE: Zombie_Captain facing 0 frame 1: x 45, y 22
EXPLODE: Zombie_Captain facing 0 frame 2: x 47, y 35
EXPLODE: Zombie_Captain facing 0 frame 3: x 49, y 37
EXPLODE: Zombie_Captain facing 0 frame 4: x 51, y 26
EXPLODE: Zombie_Captain facing 0 frame 5: x 49, y 1
EXPLODE: Zombie_Captain facing 0 frame 6: x 47, y -24
EXPLODE: Zombie_Captain facing 0 frame 7: x 45, y -49
EXPLODE: Zombie_Captain facing 0 frame 8: x 43, y -74
EXPLODE: Zombie_Captain facing 0 frame 9: x 47, y -94
EXPLODE: Zombie_Captain facing 0 frame 10: x 47, y -94
EXPLODE: Zombie_Captain facing 0 frame 11: x 47, y -94
EXPLODE: Zombie_Captain facing 1 frame 0: x 42, y 5
EXPLODE: Zombie_Captain facing 1 frame 1: x 44, y 24
EXPLODE: Zombie_Captain facing 1 frame 2: x 46, y 37
EXPLODE: Zombie_Captain facing 1 frame 3: x 48, y 40
EXPLODE: Zombie_Captain facing 1 frame 4: x 50, y 29
EXPLODE: Zombie_Captain facing 1 frame 5: x 48, y 4
EXPLODE: Zombie_Captain facing 1 frame 6: x 46, y -21
EXPLODE: Zombie_Captain facing 1 frame 7: x 44, y -46
EXPLODE: Zombie_Captain facing 1 frame 8: x 42, y -71
EXPLODE: Zombie_Captain facing 1 frame 9: x 46, y -92
EXPLODE: Zombie_Captain facing 1 frame 10: x 46, y -92
EXPLODE: Zombie_Captain facing 1 frame 11: x 46, y -92
EXPLODE: Zombie_Captain facing 2 frame 0: x 47, y 6
EXPLODE: Zombie_Captain facing 2 frame 1: x 49, y 25
EXPLODE: Zombie_Captain facing 2 frame 2: x 51, y 38
EXPLODE: Zombie_Captain facing 2 frame 3: x 53, y 40
EXPLODE: Zombie_Captain facing 2 frame 4: x 55, y 29
EXPLODE: Zombie_Captain facing 2 frame 5: x 53, y 4
EXPLODE: Zombie_Captain facing 2 frame 6: x 51, y -21
EXPLODE: Zombie_Captain facing 2 frame 7: x 49, y -46
EXPLODE: Zombie_Captain facing 2 frame 8: x 47, y -71
EXPLODE: Zombie_Captain facing 2 frame 9: x 51, y -91
EXPLODE: Zombie_Captain facing 2 frame 10: x 51, y -91
EXPLODE: Zombie_Captain facing 2 frame 11: x 51, y -91
EXPLODE: Zombie_Captain facing 3 frame 0: x 48, y 3
EXPLODE: Zombie_Captain facing 3 frame 1: x 50, y 22
EXPLODE: Zombie_Captain facing 3 frame 2: x 52, y 35
EXPLODE: Zombie_Captain facing 3 frame 3: x 54, y 38
EXPLODE: Zombie_Captain facing 3 frame 4: x 56, y 27
EXPLODE: Zombie_Captain facing 3 frame 5: x 54, y 2
EXPLODE: Zombie_Captain facing 3 frame 6: x 52, y -23
EXPLODE: Zombie_Captain facing 3 frame 7: x 50, y -48
EXPLODE: Zombie_Captain facing 3 frame 8: x 48, y -73
EXPLODE: Zombie_Captain facing 3 frame 9: x 52, y -94
EXPLODE: Zombie_Captain facing 3 frame 10: x 52, y -94
EXPLODE: Zombie_Captain facing 3 frame 11: x 52, y -94
BODY: Skeleton_Berserker facing 0 frame 0: x 43, y 80
BODY: Skeleton_Berserker facing 0 frame 1: x 43, y 80
BODY: Skeleton_Berserker facing 0 frame 2: x 43, y 80
BODY: Skeleton_Berserker facing 0 frame 3: x 43, y 80
BODY: Skeleton_Berserker facing 1 frame 0: x 42, y 82
BODY: Skeleton_Berserker facing 1 frame 1: x 42, y 82
BODY: Skeleton_Berserker facing 1 frame 2: x 42, y 82
BODY: Skeleton_Berserker facing 1 frame 3: x 42, y 82
BODY: Skeleton_Berserker facing 2 frame 0: x 47, y 83
BODY: Skeleton_Berserker facing 2 frame 1: x 47, y 83
BODY: Skeleton_Berserker facing 2 frame 2: x 47, y 83
BODY: Skeleton_Berserker facing 2 frame 3: x 47, y 83
BODY: Skeleton_Berserker facing 3 frame 0: x 48, y 80
BODY: Skeleton_Berserker facing 3 frame 1: x 48, y 80
BODY: Skeleton_Berserker facing 3 frame 2: x 48, y 80
BODY: Skeleton_Berserker facing 3 frame 3: x 48, y 80
EXPLODE: Skeleton_Berserker facing 0 frame 0: x 43, y 3
EXPLODE: Skeleton_Berserker facing 0 frame 1: x 45, y 22
EXPLODE: Skeleton_Berserker facing 0 frame 2: x 47, y 35
EXPLODE: Skeleton_Berserker facing 0 frame 3: x 49, y 37
EXPLODE: Skeleton_Berserker facing 0 frame 4: x 51, y 26
EXPLODE: Skeleton_Berserker facing 0 frame 5: x 49, y 1
EXPLODE: Skeleton_Berserker facing 0 frame 6: x 47, y -24
EXPLODE: Skeleton_Berserker facing 0 frame 7: x 45, y -49
EXPLODE: Skeleton_Berserker facing 0 frame 8: x 43, y -74
EXPLODE: Skeleton_Berserker facing 0 frame 9: x 47, y -94
EXPLODE: Skeleton_Berserker facing 0 frame 10: x 47, y -94
EXPLODE: Skeleton_Berserker facing 0 frame 11: x 47, y -94
EXPLODE: Skeleton_Berserker facing 1 frame 0: x 42, y 5
EXPLODE: Skeleton_Berserker facing 1 frame 1: x 44, y 24
EXPLODE: Skeleton_Berserker facing 1 frame 2: x 46, y 37
EXPLODE: Skeleton_Berserker facing 1 frame 3: x 48, y 40
EXPLODE: Skeleton_Berserker facing 1 frame 4: x 50, y 29
EXPLODE: Skeleton_Berserker facing 1 frame 5: x 48, y 4
EXPLODE: Skeleton_Berserker facing 1 frame 6: x 46, y -21
EXPLODE: Skeleton_Berserker facing 1 frame 7: x 44, y -46
EXPLODE: Skeleton_Berserker facing 1 frame 8: x 42, y -71
EXPLODE: Skeleton_Berserker facing 1 frame 9: x 46, y -92
EXPLODE: Skeleton_Berserker facing 1 frame 10: x 46, y -92
EXPLODE: Skeleton_Berserker facing 1 frame 11: x 46, y -92
EXPLODE: Skeleton_Berserker facing 2 frame 0: x 47, y 6
EXPLODE: Skeleton_Berserker facing 2 frame 1: x 49, y 25
EXPLODE: Skeleton_Berserker facing 2 frame 2: x 51, y 38
EXPLODE: Skeleton_Berserker facing 2 frame 3: x 53, y 40
EXPLODE: Skeleton_Berserker facing 2 frame 4: x 55, y 29
EXPLODE: Skeleton_Berserker facing 2 frame 5: x 53, y 4
EXPLODE: Skeleton_Berserker facing 2 frame 6: x 51, y -21
EXPLODE: Skeleton_Berserker facing 2 frame 7: x 49, y -46
EXPLODE: Skeleton_Berserker facing 2 frame 8: x 47, y -71
EXPLODE: Skeleton_Berserker facing 2 frame 9: x 51, y -91
EXPLODE: Skeleton_Berserker facing 2 frame 10: x 51, y -91
EXPLODE: Skeleton_Berserker facing 2 frame 11: x 51, y -91
EXPLODE: Skeleton_Berserker facing 3 frame 0: x 48, y 3
EXPLODE: Skeleton_Berserker facing 3 frame 1: x 50, y 22
EXPLODE: Skeleton_Berserker facing 3 frame 2: x 52, y 35
EXPLODE: Skeleton_Berserker facing 3 frame 3: x 54, y 38
EXPLODE: Skeleton_Berserker facing 3 frame 4: x 56, y 27
EXPLODE: Skeleton_Berserker facing 3 frame 5: x 54, y 2
EXPLODE: Skeleton_Berserker facing 3 frame 6: x 52, y -23
EXPLODE: Skeleton_Berserker facing 3 frame 7: x 50, y -48
EXPLODE: Skeleton_Berserker facing 3 frame 8: x 48, y -73
EXPLODE: Skeleton_Berserker facing 3 frame 9: x 52, y -94
EXPLODE: Skeleton_Berserker facing 3 frame 10: x 52, y -94
EXPLODE: Skeleton_Berserker facing 3 frame 11: x 52, y -94
BODY: Skeleton_Witch facing 0 frame 0: x 43, y 80
BODY: Skeleton_Witch facing 0 frame 1: x 43, y 80
BODY: Skeleton_Witch facing 0 frame 2: x 43, y 80
BODY: Skeleton_Witch facing 0 frame 3: x 43, y 80
BODY: Skeleton_Witch facing 1 frame 0: x 42, y 82
BODY: Skeleton_Witch facing 1 frame 1: x 42, y 82
BODY: Skeleton_Witch facing 1 frame 2: x 42, y 82
BODY: Skeleton_Witch facing 1 frame 3: x 42, y 82
BODY: Skeleton_Witch facing 2 frame 0: x 47, y 83
BODY: Skeleton_Witch facing 2 frame 1: x 47, y 83
BODY: Skeleton_Witch facing 2 frame 2: x 47, y 83
BODY: Skeleton_Witch facing 2 frame 3: x 47, y 83
BODY: Skeleton_Witch facing 3 frame 0: x 48, y 80
BODY: Skeleton_Witch facing 3 frame 1: x 48, y 80
BODY: Skeleton_Witch facing 3 frame 2: x 48, y 80
BODY: Skeleton_Witch facing 3 frame 3: x 48, y 80
EXPLODE: Skeleton_Witch facing 0 frame 0: x 43, y 3
EXPLODE: Skeleton_Witch facing 0 frame 1: x 45, y 22
EXPLODE: Skeleton_Witch facing 0 frame 2: x 47, y 35
EXPLODE: Skeleton_Witch facing 0 frame 3: x 49, y 37
EXPLODE: Skeleton_Witch facing 0 frame 4: x 51, y 26
EXPLODE: Skeleton_Witch facing 0 frame 5: x 49, y 1
EXPLODE: Skeleton_Witch facing 0 frame 6: x 47, y -24
EXPLODE: Skeleton_Witch facing 0 frame 7: x 45, y -49
